name,price,category
"Pachet: Rom Bacardi New Spiced alcool 35%, 0.7 l + 1 pahar","63,49 lei",bauturi-spirtoase
"Vodca Stalinskaya 0.4% ALC, 0.7 l","41,00 lei",bauturi-spirtoase
"Vodka premium Tazovsky, 1 l","58,10 lei",bauturi-spirtoase
"Vodca Scandic, 0.5 l","24,20 lei",bauturi-spirtoase
"Whisky Jim Beam Bourbon White, 0.7 l","55,80 lei",bauturi-spirtoase
"Gin Tanqueray Sevilla, alcool 43.1%, 0.7 l","79,99 lei",bauturi-spirtoase
"Gin cu aroma de zmeura Whitley Neil, alcool 43%, 0.7 l","129,00 lei",bauturi-spirtoase
"Gin Beefeater cu aroma de piersica si zmeura, 37.5% alcool, 0.7 l","81,50 lei",bauturi-spirtoase
Vodka premium Tazovsky 0.7 l,"44,90 lei",bauturi-spirtoase
"Vodca Stalinskaya Music Cranberry, 4% alcool, 0.275 l","7,50 lei",bauturi-spirtoase
"Pachet whisky Johnnie Walker Black Label, 40% alcool, 0.7 l + 2 pahare","129,60 lei",bauturi-spirtoase
"Whiskey Gentleman Jack, alcool 40%, 50 ml","15,00 lei",bauturi-spirtoase
"Whisky Jack Daniel's Tennessee Honey, 0.7 l","97,30 lei",bauturi-spirtoase
"Tequila Sierra Reposado, alcool 38%, 0.7 l","75,20 lei",bauturi-spirtoase
"Whiskey single malt Glenfiddich, 12 ani, 0.7 l","259,99 lei",bauturi-spirtoase
"Gin Malfy Rosa, alcool 41%, 0.7 l","113,98 lei",bauturi-spirtoase
"Vodka Stalinskaya Original, 50ml","6,10 lei",bauturi-spirtoase
"Vodca Zubrowka Biala, alcool 37.5%, 0.5 l","25,29 lei",bauturi-spirtoase
"Vodka Absolut Lime 0.7 l, 40%","74,60 lei",bauturi-spirtoase
"Rom Captain Morgan BK Spiced, alcool 40%, 0.7 l","89,40 lei",bauturi-spirtoase
"Irish whisky Meadows, 0.7 l","36,70 lei",bauturi-spirtoase
"Gin Tanqueray Rangpur, alcool 43.1%, 0.7 l","79,99 lei",bauturi-spirtoase
Vodka premium Tazovsky 0.5 l,"31,90 lei",bauturi-spirtoase
"Rom Captain Morgan Gold, alcool 35%, 0.2 l","30,90 lei",bauturi-spirtoase
"Pachet whisky Glenlivet Founder's Reserve, 40% alcool, 0.7 l + 2 pahare","159,99 lei",bauturi-spirtoase
"Pachet: Rom Bacardi Original alcool 37.5%, 0.7 l + 1 pahar","64,99 lei",bauturi-spirtoase
"Vodca Finlandia, 40% alcool, 1 l","73,20 lei",bauturi-spirtoase
"Rom Matusalem Solera 7 ani, alcool 40%, 0.7 l","86,99 lei",bauturi-spirtoase
"Vodca Zubrowka Bison Grass, alcool 37.5%, 0.7 l","29,99 lei",bauturi-spirtoase
"Whisky Jack Daniel's Apple, 35% alcool, 0.7 l","97,30 lei",bauturi-spirtoase
"Whisky Jim Beam White, alcool 40%, 0.7 l + Jim Beam White, 0.2 l","92,70 lei",bauturi-spirtoase
"Pachet Whisky Jameson, diverse sortimente, 3 x 50 ml","39,99 lei",bauturi-spirtoase
"Whisky Jim Beam White, alcool 40%, 1 l","79,50 lei",bauturi-spirtoase
"Rom Diplomatico 12 ani, 40% alcool, 0.7 l","179,99 lei",bauturi-spirtoase
"Tequila Salitos Gold, 38% alcool, 0.7 l","59,99 lei",bauturi-spirtoase
Gin Graff van Holland 0.7 l,"45,60 lei",bauturi-spirtoase
"Rom Appleton Estate Signature, alcool 40%, 0.7 l","159,00 lei",bauturi-spirtoase
"Rom Appleton Estate Reserve 8 ani, alcool 43%, 0.7 l","199,00 lei",bauturi-spirtoase
"Tequila Salitos Silver, 38% alcool, 0.7 l","96,90 lei",bauturi-spirtoase
"Whisky J&B Rare, 40% alcool, 0.7 l","61,50 lei",bauturi-spirtoase
"Whisky J&B Rare, 40% alcool, 1 l","61,99 lei",bauturi-spirtoase
"Scotch Whisky Ballantine's Finest, 0.7 l","46,90 lei",bauturi-spirtoase
"Pachet whiskey Ballantine's, 0.7 l + 2 pahare","52,99 lei",bauturi-spirtoase
"Whisky Ballantine's Blended Scotch, 1 l","84,30 lei",bauturi-spirtoase
"Rom Captain Morgan Original Spiced Gold, 0.7 l","74,60 lei",bauturi-spirtoase
"Vodka Stalinskaya Original, 0.5 l","29,00 lei",bauturi-spirtoase
"Whisky Johnnie Walker Red Label, 40% alcool, 0.7 l","73,70 lei",bauturi-spirtoase
"Vodca Absolut, alcool 40%, 1 l","82,40 lei",bauturi-spirtoase
"Pachet whisky J&B Rare, 40% alcool, 0.7 l + 2 pahare","64,58 lei",bauturi-spirtoase
"Irish Whisky Jameson, 0.7 l","65,89 lei",bauturi-spirtoase
"Irish Whisky Jameson, 1 l","111,00 lei",bauturi-spirtoase
"Rom Bumbu, alc 40%, 0.7 l","135,89 lei",bauturi-spirtoase
"Gin Wembley London dry gin, 0.7 l","46,10 lei",bauturi-spirtoase
"Premium Vodka Original Stalinskaya, 1 l","55,60 lei",bauturi-spirtoase
"Gin Special Dry Gilman's, 0.7 l","36,90 lei",bauturi-spirtoase
"Rom Havana Club Cuban Spiced 35%, 0.7 l","63,99 lei",bauturi-spirtoase
"Whiskey Jack Daniel's Tennessee, alcool 40%, 0.7 l","90,40 lei",bauturi-spirtoase
"Gin Bombay Sapphire 40%, 0.7 l","79,50 lei",bauturi-spirtoase
Rum alb La Mariba 0.7 l,"30,95 lei",bauturi-spirtoase
"Vodca Finlandia, 0.7 l","67,70 lei",bauturi-spirtoase
"Gin Wembley Pink, 37.5%, 0.7 l","56,30 lei",bauturi-spirtoase
"Rom Havana Gold special, 0.7 l","60,39 lei",bauturi-spirtoase
"Whiskey Jack Daniel's, 1 l","134,00 lei",bauturi-spirtoase
Scotch whisky Label 5 Classic Black 0.7 l,"55,10 lei",bauturi-spirtoase
"Blended Scotch Whisky Chivas Regal, 0.7 l","103,49 lei",bauturi-spirtoase
"Vodca Absolut, alcool 40%, 0.7 l","51,99 lei",bauturi-spirtoase
"Gin Tanqueray London, alcool 43.1%, 0.7 l","92,70 lei",bauturi-spirtoase
"Rom Bacardi Spiced, alcool 35%, 0.7 l","66,40 lei",bauturi-spirtoase
"Gin cu aroma de gutuie Whitley Neill, alcool 43%, 0.7 l","129,00 lei",bauturi-spirtoase
"Whiskey Golden Shoe Blended Scotch, editie limitata UEFA 2024, alcool 40%, 0.7 l","177,00 lei",bauturi-spirtoase
"Pachet whiskey Jameson Triple Distilled, 0.7 l + 2 pahare","79,49 lei",bauturi-spirtoase
"Pachet rom Bumbu Original, alcool 40%, 0.7 l + cutie","154,99 lei",bauturi-spirtoase
"Whiskey Jack Daniel's Honey, alcool 35%, 50 ml","13,00 lei",bauturi-spirtoase
"Vodka Stalinskaya, 0.2 l","14,10 lei",bauturi-spirtoase
"Vodca Kreskova, 0.5 l","21,60 lei",bauturi-spirtoase
Rom Malibu Original cu aroma de cocos 0.7 l,"75,90 lei",bauturi-spirtoase
"Rom Bumbu The Original, alcool 40%, 0.35 l","106,00 lei",bauturi-spirtoase
"Whisky Single Malt Bankhall, alcool 40%, 0.7 l","83,20 lei",bauturi-spirtoase
"Gin Beefeater London Pink, 0.7 l","62,99 lei",bauturi-spirtoase
"Vodka Stalinskaya, 1.75L","96,90 lei",bauturi-spirtoase
Rom alb Bacardi Carta Blanca 0.7 l,"69,90 lei",bauturi-spirtoase
"Whisky Johnnie Walker Black, 40% alcool, 0.7 l","152,00 lei",bauturi-spirtoase
"Gin Wembley Peach, 37.5% alcool, 0.7 l","52,50 lei",bauturi-spirtoase
"Whiskey Jack Daniel's, 40% alcool, 0.2 l","38,60 lei",bauturi-spirtoase
"Whisky Johnnie Walker Red, 40% alcool, 1 l","79,99 lei",bauturi-spirtoase
"Dry Gin Wembley London alcool 40%, 1 l","62,40 lei",bauturi-spirtoase
"Whiskey Jack Daniel's Gentleman Jack, 0.7 l","115,00 lei",bauturi-spirtoase
"Rom Dead Mans Fingers, alcool 37.5%, 0.7 l","101,00 lei",bauturi-spirtoase
"Pachet whisky Chivas Regal, 0.7 l + 2 pahare","129,99 lei",bauturi-spirtoase
"Rom Bumbu Xo, 40% alcool, 0.7 l + cutie","161,39 lei",bauturi-spirtoase
"Pachet: Rom Bacardi New Spiced alcool 35%, 0.7 l + 1 pahar","63,49 lei",bauturi-spirtoase
"Vodca Stalinskaya 0.4% ALC, 0.7 l","41,00 lei",bauturi-spirtoase
"Vodka premium Tazovsky, 1 l","58,10 lei",bauturi-spirtoase
"Vodca Scandic, 0.5 l","24,20 lei",bauturi-spirtoase
"Whisky Jim Beam Bourbon White, 0.7 l","55,80 lei",bauturi-spirtoase
"Gin Tanqueray Sevilla, alcool 43.1%, 0.7 l","79,99 lei",bauturi-spirtoase
"Gin cu aroma de zmeura Whitley Neil, alcool 43%, 0.7 l","129,00 lei",bauturi-spirtoase
"Gin Beefeater cu aroma de piersica si zmeura, 37.5% alcool, 0.7 l","81,50 lei",bauturi-spirtoase
Vodka premium Tazovsky 0.7 l,"44,90 lei",bauturi-spirtoase
"Vodca Stalinskaya Music Cranberry, 4% alcool, 0.275 l","7,50 lei",bauturi-spirtoase
"Pachet whisky Johnnie Walker Black Label, 40% alcool, 0.7 l + 2 pahare","129,60 lei",bauturi-spirtoase
"Whiskey Gentleman Jack, alcool 40%, 50 ml","15,00 lei",bauturi-spirtoase
"Whisky Jack Daniel's Tennessee Honey, 0.7 l","97,30 lei",bauturi-spirtoase
"Tequila Sierra Reposado, alcool 38%, 0.7 l","75,20 lei",bauturi-spirtoase
"Whiskey single malt Glenfiddich, 12 ani, 0.7 l","259,99 lei",bauturi-spirtoase
"Gin Malfy Rosa, alcool 41%, 0.7 l","113,98 lei",bauturi-spirtoase
"Vodka Stalinskaya Original, 50ml","6,10 lei",bauturi-spirtoase
"Vodca Zubrowka Biala, alcool 37.5%, 0.5 l","25,29 lei",bauturi-spirtoase
"Vodka Absolut Lime 0.7 l, 40%","74,60 lei",bauturi-spirtoase
"Rom Captain Morgan BK Spiced, alcool 40%, 0.7 l","89,40 lei",bauturi-spirtoase
"Irish whisky Meadows, 0.7 l","36,70 lei",bauturi-spirtoase
"Gin Tanqueray Rangpur, alcool 43.1%, 0.7 l","79,99 lei",bauturi-spirtoase
Vodka premium Tazovsky 0.5 l,"31,90 lei",bauturi-spirtoase
"Rom Captain Morgan Gold, alcool 35%, 0.2 l","30,90 lei",bauturi-spirtoase
"Pachet whisky Glenlivet Founder's Reserve, 40% alcool, 0.7 l + 2 pahare","159,99 lei",bauturi-spirtoase
"Pachet: Rom Bacardi Original alcool 37.5%, 0.7 l + 1 pahar","64,99 lei",bauturi-spirtoase
"Vodca Finlandia, 40% alcool, 1 l","73,20 lei",bauturi-spirtoase
"Rom Matusalem Solera 7 ani, alcool 40%, 0.7 l","86,99 lei",bauturi-spirtoase
"Vodca Zubrowka Bison Grass, alcool 37.5%, 0.7 l","29,99 lei",bauturi-spirtoase
"Whisky Jack Daniel's Apple, 35% alcool, 0.7 l","97,30 lei",bauturi-spirtoase
"Whisky Jim Beam White, alcool 40%, 0.7 l + Jim Beam White, 0.2 l","92,70 lei",bauturi-spirtoase
"Pachet Whisky Jameson, diverse sortimente, 3 x 50 ml","39,99 lei",bauturi-spirtoase
"Whisky Jim Beam White, alcool 40%, 1 l","79,50 lei",bauturi-spirtoase
"Tequila Gold Jose Cuervo Especial, 0.7 l","93,60 lei",bauturi-spirtoase
"Rom Don Papa Masskara, alcool 40%, 0.7 l","224,00 lei",bauturi-spirtoase
Tequilla Camino Real 0.7 l,"70,50 lei",bauturi-spirtoase
"Vodka Absolut Mosaik, limited edition, 40% alcool, 0.7 l","91,60 lei",bauturi-spirtoase
"Rom Plantation Grand Reserve, alcool 40%, 0.7 l","121,00 lei",bauturi-spirtoase
"Vodka Belvedere, alcool 40%, 0.7 l","179,99 lei",bauturi-spirtoase
"Vodka Belvedere, alcool 40%, 0.7 l","179,99 lei",bauturi-spirtoase
"Whisky Enso Blended, 40% alcool, 0.7 l","199,99 lei",bauturi-spirtoase
Vodca Absolut 0.05 l,"9,80 lei",bauturi-spirtoase
"Discovery Vodka, alcool 40%, 0.5 l","27,80 lei",bauturi-spirtoase
"Rom Matusalem Gran Reserva 15 ani, 0.7 l + pahar","116,89 lei",bauturi-spirtoase
"Whisky Single Malt The Glenlivet Founder's Reserve, alcool 40%, 0.7 l","141,59 lei",bauturi-spirtoase
Whisky Teacher's 0.7 l,"61,00 lei",bauturi-spirtoase
"Gin Gordon's Sicilian Lemon, 37.5% alcool, 0.7 l","84,10 lei",bauturi-spirtoase
"Whiskey Jameson Blackbarrel 40%, 0.7 l","154,00 lei",bauturi-spirtoase
"London Dry Gin Beefeater, 0.7 l","73,60 lei",bauturi-spirtoase
"Dry Gin Wembley London , 0.5 l","36,30 lei",bauturi-spirtoase
"Vodca Discovery, 40% alcool, 0.2 l","12,10 lei",bauturi-spirtoase
"Gin Beefeater Blood Orange 37.5%, 0.7 l","75,90 lei",bauturi-spirtoase
Rom Gold La Mariba 0.7 l,"45,20 lei",bauturi-spirtoase
"Whisky J&B Rare, 40% alcool, 0.2 l","24,30 lei",bauturi-spirtoase
"Vodka McCoy 37.5% ALC, 0.2 l","10,75 lei",bauturi-spirtoase
"Whisky Single Malt JA.AR Bourbon, alcool 40%, 0.7 l","137,00 lei",bauturi-spirtoase
"Vodca Absolut, 40% alcool, 0.2 l","26,10 lei",bauturi-spirtoase
"Brandy Alexandrion 5* 37.5% ALC, 1 l","68,20 lei",aperitive-si-digestive
"Bautura spirtoasa Alexandrion 5 stele, 0.7 l","45,60 lei",aperitive-si-digestive
"Cocktail Cuba Libre, 4.7% alcool, 0.33 l","13,80 lei",aperitive-si-digestive
Vinars Brancoveanu VS 0.7 l,"78,40 lei",aperitive-si-digestive
"Pachet bautura Brancoveanu XO, 0.7 l + 2 pahare","249,99 lei",aperitive-si-digestive
"Vinars Brancoveanu XO carte, 0.7 l","275,00 lei",aperitive-si-digestive
"Brandy Alexandrion 7 stele, 0.7 l","68,60 lei",aperitive-si-digestive
"Pachet brandy Alexandrion 5, 0.7 l + 2 pahare","57,99 lei",aperitive-si-digestive
"Lichior Cream Heroes, pepene, 17% alcool, 0.7 l","63,10 lei",aperitive-si-digestive
"Lichior Cream Heroes, mango, 17% alcool, 0.7 l","67,90 lei",aperitive-si-digestive
"Palinca de prune Bran, 0.7 l","201,00 lei",aperitive-si-digestive
"Brandy Alexandrion 5 stele, 200ml","18,30 lei",aperitive-si-digestive
Visinata Bran 0.7 l,"114,00 lei",aperitive-si-digestive
"Vinars Brancoveanu V.S.O.P, 40%, 0.7 L","106,00 lei",aperitive-si-digestive
Bautura spirtoasa Cava d'Oro 0.2 l,"11,90 lei",aperitive-si-digestive
Afinata Bran 0.7 l,"113,00 lei",aperitive-si-digestive
"Bautura traditionala Tekirdag Rakisi No-10, 47.5 alcool, 0.7 l, Turcia","242,00 lei",aperitive-si-digestive
"Bautura spirtoasa Brancoveanu VS, alcool 40%, 0.2 l","31,50 lei",aperitive-si-digestive
"Cocktail cu suc de lamaie si extracte de menta si soc Zarea Cocktail To Go Hugo, 0.75 l","17,99 lei",aperitive-si-digestive
"Cocktail cu suc de lamaie, extracte de menta, soc si fructe de padure Zarea Cocktail To Go Hugo Rose, 0.75 l","17,99 lei",aperitive-si-digestive
"Bautura spirtoasa Zarea 5 Stele, alcool 37.5%, 0.7 l","39,99 lei",aperitive-si-digestive
"Bautura carbogazoasa fara alcool cu aroma de guava Bundaberg, 375 ml","12,70 lei",aperitive-si-digestive
"Brandy Vecchia Romagna, alcool 38%, 0.7 l","74,20 lei",aperitive-si-digestive
"Bautura carbogazoasa cu aroma de fructul pasiunii Bundaberg, 0.375 l","12,70 lei",aperitive-si-digestive
"Brandy Alexandrion 5* 37.5% ALC, 1 l","68,20 lei",aperitive-si-digestive
"Bautura spirtoasa Alexandrion 5 stele, 0.7 l","45,60 lei",aperitive-si-digestive
"Cocktail Cuba Libre, 4.7% alcool, 0.33 l","13,80 lei",aperitive-si-digestive
Vinars Brancoveanu VS 0.7 l,"78,40 lei",aperitive-si-digestive
"Pachet bautura Brancoveanu XO, 0.7 l + 2 pahare","249,99 lei",aperitive-si-digestive
"Vinars Brancoveanu XO carte, 0.7 l","275,00 lei",aperitive-si-digestive
"Brandy Alexandrion 7 stele, 0.7 l","68,60 lei",aperitive-si-digestive
"Pachet brandy Alexandrion 5, 0.7 l + 2 pahare","57,99 lei",aperitive-si-digestive
"Lichior Cream Heroes, pepene, 17% alcool, 0.7 l","63,10 lei",aperitive-si-digestive
"Lichior Cream Heroes, mango, 17% alcool, 0.7 l","67,90 lei",aperitive-si-digestive
"Palinca de prune Bran, 0.7 l","201,00 lei",aperitive-si-digestive
"Brandy Alexandrion 5 stele, 200ml","18,30 lei",aperitive-si-digestive
Visinata Bran 0.7 l,"114,00 lei",aperitive-si-digestive
"Vinars Brancoveanu V.S.O.P, 40%, 0.7 L","106,00 lei",aperitive-si-digestive
Bautura spirtoasa Cava d'Oro 0.2 l,"11,90 lei",aperitive-si-digestive
Afinata Bran 0.7 l,"113,00 lei",aperitive-si-digestive
"Bautura traditionala Tekirdag Rakisi No-10, 47.5 alcool, 0.7 l, Turcia","242,00 lei",aperitive-si-digestive
"Bautura spirtoasa Brancoveanu VS, alcool 40%, 0.2 l","31,50 lei",aperitive-si-digestive
"Cocktail cu suc de lamaie si extracte de menta si soc Zarea Cocktail To Go Hugo, 0.75 l","17,99 lei",aperitive-si-digestive
"Cocktail cu suc de lamaie, extracte de menta, soc si fructe de padure Zarea Cocktail To Go Hugo Rose, 0.75 l","17,99 lei",aperitive-si-digestive
"Bautura spirtoasa Zarea 5 Stele, alcool 37.5%, 0.7 l","39,99 lei",aperitive-si-digestive
"Bautura carbogazoasa fara alcool cu aroma de guava Bundaberg, 375 ml","12,70 lei",aperitive-si-digestive
"Brandy Vecchia Romagna, alcool 38%, 0.7 l","74,20 lei",aperitive-si-digestive
"Bautura carbogazoasa cu aroma de fructul pasiunii Bundaberg, 0.375 l","12,70 lei",aperitive-si-digestive
"Cocktail cu aroma de soc, lime si menta Angelli Hugo, 0.75 l","28,80 lei",aperitive-si-digestive
"Lichior de cafea si ciocolata alba Sheridan's, 1 l","137,00 lei",aperitive-si-digestive
"Vermut Martini Bianco, 0.75 l","50,30 lei",aperitive-si-digestive
"Vermut Martini Rosso 15% ALC, 0.75 l","50,30 lei",aperitive-si-digestive
"Lichior crema de whisky Angelli, alcool 15%, 0.5 l","23,99 lei",aperitive-si-digestive
"Visinata Vox Maris, 0.7 l","37,90 lei",aperitive-si-digestive
"Bautura alcoolica Jagermeister, 1 l","85,50 lei",aperitive-si-digestive
"Irish Cream Bailey`s, 0.7 l","90,20 lei",aperitive-si-digestive
"Bautura spirtoasa Zarea 5 Stele, alcool 37.5%, 0.5 l","26,89 lei",aperitive-si-digestive
"Lichior Zarea Royal Cream Whisky, 0.5 l","24,49 lei",aperitive-si-digestive
"Aperitiv Angelli Cherry, 1 l","28,79 lei",aperitive-si-digestive
"Aperitiv Aperol, 0.7 l","74,90 lei",aperitive-si-digestive
"Bautura carbogazoasa cu aroma de grapefruit roz Bundaberg, 0.375 l","12,70 lei",aperitive-si-digestive
Bautura aperitiv Aperol 1 l,"72,99 lei",aperitive-si-digestive
"Bautura carbogazoasa fara alcool cu aroma de ananas si cocos Bundaberg, 375 ml","12,70 lei",aperitive-si-digestive
"Lichior-crema de tiramisu Angelli, 0.5 l","23,99 lei",aperitive-si-digestive
"Vermut Garrone Bianco, 16% alcool, 1 l","36,90 lei",aperitive-si-digestive
Brandy Metaxa 5 stele 0.7 l,"56,20 lei",aperitive-si-digestive
"Brandy Alexandrion 5* 37.5% ALC, 1 l","68,20 lei",aperitive-si-digestive
"Bautura spirtoasa Alexandrion 5 stele, 0.7 l","45,60 lei",aperitive-si-digestive
"Cocktail Cuba Libre, 4.7% alcool, 0.33 l","13,80 lei",aperitive-si-digestive
Vinars Brancoveanu VS 0.7 l,"78,40 lei",aperitive-si-digestive
"Pachet bautura Brancoveanu XO, 0.7 l + 2 pahare","249,99 lei",aperitive-si-digestive
"Vinars Brancoveanu XO carte, 0.7 l","275,00 lei",aperitive-si-digestive
"Brandy Alexandrion 7 stele, 0.7 l","68,60 lei",aperitive-si-digestive
"Pachet brandy Alexandrion 5, 0.7 l + 2 pahare","57,99 lei",aperitive-si-digestive
"Lichior Cream Heroes, pepene, 17% alcool, 0.7 l","63,10 lei",aperitive-si-digestive
"Lichior Cream Heroes, mango, 17% alcool, 0.7 l","67,90 lei",aperitive-si-digestive
"Palinca de prune Bran, 0.7 l","201,00 lei",aperitive-si-digestive
"Brandy Alexandrion 5 stele, 200ml","18,30 lei",aperitive-si-digestive
Visinata Bran 0.7 l,"114,00 lei",aperitive-si-digestive
"Vinars Brancoveanu V.S.O.P, 40%, 0.7 L","106,00 lei",aperitive-si-digestive
Bautura spirtoasa Cava d'Oro 0.2 l,"11,90 lei",aperitive-si-digestive
Afinata Bran 0.7 l,"113,00 lei",aperitive-si-digestive
"Bautura traditionala Tekirdag Rakisi No-10, 47.5 alcool, 0.7 l, Turcia","242,00 lei",aperitive-si-digestive
"Bautura spirtoasa Brancoveanu VS, alcool 40%, 0.2 l","31,50 lei",aperitive-si-digestive
"Cocktail cu suc de lamaie si extracte de menta si soc Zarea Cocktail To Go Hugo, 0.75 l","17,99 lei",aperitive-si-digestive
"Cocktail cu suc de lamaie, extracte de menta, soc si fructe de padure Zarea Cocktail To Go Hugo Rose, 0.75 l","17,99 lei",aperitive-si-digestive
"Bautura spirtoasa Zarea 5 Stele, alcool 37.5%, 0.7 l","39,99 lei",aperitive-si-digestive
"Bautura carbogazoasa fara alcool cu aroma de guava Bundaberg, 375 ml","12,70 lei",aperitive-si-digestive
"Brandy Vecchia Romagna, alcool 38%, 0.7 l","74,20 lei",aperitive-si-digestive
"Bautura carbogazoasa cu aroma de fructul pasiunii Bundaberg, 0.375 l","12,70 lei",aperitive-si-digestive
"Cocktail cu aroma de soc, lime si menta Angelli Hugo, 0.75 l","28,80 lei",aperitive-si-digestive
"Lichior de cafea si ciocolata alba Sheridan's, 1 l","137,00 lei",aperitive-si-digestive
"Vermut Martini Bianco, 0.75 l","50,30 lei",aperitive-si-digestive
"Vermut Martini Rosso 15% ALC, 0.75 l","50,30 lei",aperitive-si-digestive
"Lichior crema de whisky Angelli, alcool 15%, 0.5 l","23,99 lei",aperitive-si-digestive
"Visinata Vox Maris, 0.7 l","37,90 lei",aperitive-si-digestive
"Bautura alcoolica Jagermeister, 1 l","85,50 lei",aperitive-si-digestive
"Irish Cream Bailey`s, 0.7 l","90,20 lei",aperitive-si-digestive
"Bautura spirtoasa Zarea 5 Stele, alcool 37.5%, 0.5 l","26,89 lei",aperitive-si-digestive
"Lichior Zarea Royal Cream Whisky, 0.5 l","24,49 lei",aperitive-si-digestive
"Aperitiv Angelli Cherry, 1 l","28,79 lei",aperitive-si-digestive
"Aperitiv Aperol, 0.7 l","74,90 lei",aperitive-si-digestive
"Bautura carbogazoasa cu aroma de grapefruit roz Bundaberg, 0.375 l","12,70 lei",aperitive-si-digestive
Bautura aperitiv Aperol 1 l,"72,99 lei",aperitive-si-digestive
"Bautura carbogazoasa fara alcool cu aroma de ananas si cocos Bundaberg, 375 ml","12,70 lei",aperitive-si-digestive
"Lichior-crema de tiramisu Angelli, 0.5 l","23,99 lei",aperitive-si-digestive
"Vermut Garrone Bianco, 16% alcool, 1 l","36,90 lei",aperitive-si-digestive
Brandy Metaxa 5 stele 0.7 l,"56,20 lei",aperitive-si-digestive
"Bautura spirtoasa Zarea 7 Stele, alcool 40%, 0.7 l","54,99 lei",aperitive-si-digestive
"Pachet lichior Jagermeister, 0.7 l + 2 pahare","63,59 lei",aperitive-si-digestive
"Jidvei Vinars VSOP, 0.7 l","90,20 lei",aperitive-si-digestive
"Lichior Zarea Royal Cream Ciocolata, 0.5 l","24,49 lei",aperitive-si-digestive
"Bautura alcoolica carbogazoasa cu aroma de mere Zubrowka Soda Zu, doza, 0.33 l","4,99 lei",aperitive-si-digestive
"Cocktail Mionetto Il Ugo alb, 0.75L","46,70 lei",aperitive-si-digestive
"Coniac Hennessy, 0.7 l","147,99 lei",aperitive-si-digestive
"Bautura alcoolica Jagermeister, 0.7 l","61,40 lei",aperitive-si-digestive
"Aperitiv cu gust de visine Florentino Frutatto, 0.5 l","19,90 lei",aperitive-si-digestive
"Coniac Metaxa 7, alcool 40%, 0.7 l","84,30 lei",aperitive-si-digestive
"Pachet Vecchia Romagna, 38% alcool, 0.7 l + pahar","68,79 lei",aperitive-si-digestive
"Bacardi cu lime Breezer, 0.275l","11,10 lei",aperitive-si-digestive
Brandy Metaxa 5* 0.5 l,"38,90 lei",aperitive-si-digestive
Lichior cu cafea Sheridan`s 0.5 l,"67,70 lei",aperitive-si-digestive
"Vinars Miorita XO, 18 ani, 0.7 l","191,00 lei",aperitive-si-digestive
"Bautura spirtoasa Milcov Clasic, 0.5 l","20,90 lei",aperitive-si-digestive
"Bere cu aroma de tequila Salitos, sticla, 0.33 l","7,75 lei",aperitive-si-digestive
"Bautura aperitiv Campari, 1 l","139,00 lei",aperitive-si-digestive
"Lichior Disaronno Originale, 0.7 l","99,90 lei",aperitive-si-digestive
"Pachet pentru cadou Jidvei Vinars VSOP + 2 pahare, 0.7 l","86,70 lei",aperitive-si-digestive
"Alcool rafinat Prodvin, volum alcool 96%, 500 ml","57,00 lei",aperitive-si-digestive
"Pachet brandy Metaxa 7 stele, alcool 40%, 0.7 l + pahar","75,90 lei",aperitive-si-digestive
"Alcool rafinat Prodvinalco, 1 l","110,00 lei",aperitive-si-digestive
"Palinca de Zalau Aciu, 0.7 l","157,99 lei",aperitive-si-digestive
"Brandy Alexandrion 5* 37.5% ALC, 1 l","68,20 lei",aperitive-si-digestive
"Bautura spirtoasa Alexandrion 5 stele, 0.7 l","45,60 lei",aperitive-si-digestive
"Cocktail Cuba Libre, 4.7% alcool, 0.33 l","13,80 lei",aperitive-si-digestive
Vinars Brancoveanu VS 0.7 l,"78,40 lei",aperitive-si-digestive
"Pachet bautura Brancoveanu XO, 0.7 l + 2 pahare","249,99 lei",aperitive-si-digestive
"Vinars Brancoveanu XO carte, 0.7 l","275,00 lei",aperitive-si-digestive
"Brandy Alexandrion 7 stele, 0.7 l","68,60 lei",aperitive-si-digestive
"Pachet brandy Alexandrion 5, 0.7 l + 2 pahare","57,99 lei",aperitive-si-digestive
"Lichior Cream Heroes, pepene, 17% alcool, 0.7 l","63,10 lei",aperitive-si-digestive
"Lichior Cream Heroes, mango, 17% alcool, 0.7 l","67,90 lei",aperitive-si-digestive
